#timestamp [ns],wx [rad s^-1],wy [rad s^-1],wz [rad s^-1],ax [m s^-2],ay [m s^-2],az [m s^-2]
30180000000,-0.032405477,0.069560856,-0.082137877,6.575311881,-0.205725027,-7.377611527
30185000000,-0.029113754,0.072225792,-0.085662322,6.572900883,-0.259585068,-7.326094438
30190000000,-0.028820052,0.069338101,-0.090475727,6.571762858,-0.289642302,-7.352766805
30195000000,-0.026854467,0.068925222,-0.084412088,6.594776885,-0.208671669,-7.291662663
30200000000,-0.028924095,0.069960613,-0.091558523,6.593573064,-0.228040277,-7.342196905
30205000000,-0.028158739,0.072074893,-0.083472383,6.636075310,-0.250635938,-7.348740149
30210000000,-0.031353508,0.071655392,-0.085560770,6.612465880,-0.221516519,-7.365751412
30215000000,-0.032860717,0.069686908,-0.089401391,6.600565613,-0.180488734,-7.335410901
30220000000,-0.032913857,0.070411715,-0.088237913,6.583585435,-0.234345275,-7.336890595
30225000000,-0.030774018,0.073041168,-0.085175446,6.659529639,-0.212537520,-7.389073030
30230000000,-0.029314851,0.071067191,-0.087861705,6.636388517,-0.253989414,-7.321427234
30235000000,-0.034635114,0.073558801,-0.084300529,6.627960935,-0.202282822,-7.315038233
30240000000,-0.029134205,0.072805763,-0.087795414,6.603578071,-0.257712063,-7.324694002
30245000000,-0.035228791,0.068999690,-0.091410882,6.656193901,-0.291799702,-7.328091936
30250000000,-0.030616061,0.073314260,-0.081102659,6.627434370,-0.192707002,-7.267597730
30255000000,-0.033848474,0.072702626,-0.085875024,6.617666959,-0.234423738,-7.291519000
30260000000,-0.032589113,0.071112891,-0.086871030,6.602570245,-0.235560453,-7.331145672
30265000000,-0.032641863,0.076730810,-0.088995361,6.576568921,-0.243883406,-7.315231316
30270000000,-0.034498965,0.073300890,-0.087485356,6.641410773,-0.256152595,-7.335458633
30275000000,-0.033004639,0.078732006,-0.085964511,6.655104064,-0.249214225,-7.288691752
30280000000,-0.037785110,0.069993541,-0.087045233,6.587692673,-0.291212260,-7.323332088
30285000000,-0.034108140,0.073092457,-0.086270885,6.620602779,-0.216681478,-7.345607637
30290000000,-0.032149962,0.075319962,-0.086781791,6.624404780,-0.307216464,-7.331320716
30295000000,-0.040553269,0.075867940,-0.085600843,6.614715050,-0.270224155,-7.373898513
30300000000,-0.035804529,0.071093266,-0.087044753,6.582774978,-0.302345124,-7.310050280
30305000000,-0.036862815,0.070747760,-0.086676030,6.599791942,-0.301546473,-7.313211295
30310000000,-0.036115674,0.072905231,-0.084471001,6.643420671,-0.287431593,-7.302301741
30315000000,-0.039133568,0.074852064,-0.084678941,6.662263493,-0.274974827,-7.305922320
30320000000,-0.041310773,0.071682612,-0.087708612,6.592873925,-0.308730748,-7.337426724
30325000000,-0.039348404,0.075804177,-0.086336618,6.648575718,-0.252042444,-7.283271298
30330000000,-0.042396290,0.076276737,-0.087374873,6.659770298,-0.337319735,-7.287903169
30335000000,-0.037405789,0.077444926,-0.085900618,6.630820346,-0.339219497,-7.295683025
30340000000,-0.041981227,0.074621113,-0.087715212,6.604855217,-0.293714392,-7.303000710
30345000000,-0.041352985,0.077999647,-0.090721902,6.614341136,-0.316651584,-7.268108435
30350000000,-0.043687852,0.078815093,-0.088593015,6.668669814,-0.345930485,-7.286584251
30355000000,-0.044984410,0.078556852,-0.086039264,6.671178950,-0.359488926,-7.282722361
30360000000,-0.042887689,0.077626517,-0.087953337,6.644913004,-0.361594909,-7.251619302
30365000000,-0.043802256,0.076555518,-0.088076529,6.635846466,-0.300519839,-7.311688282
30370000000,-0.045150619,0.074389334,-0.088521202,6.576802829,-0.356502975,-7.268284309
30375000000,-0.045876154,0.072179289,-0.085895189,6.633236280,-0.342043346,-7.279377733
30380000000,-0.044647054,0.080406543,-0.090537517,6.623889649,-0.269527490,-7.279661263
30385000000,-0.048195084,0.079257299,-0.090301008,6.632594541,-0.277727569,-7.300699977
30390000000,-0.046341285,0.076587448,-0.083738234,6.656124020,-0.372827535,-7.306734205
30395000000,-0.046823518,0.077209243,-0.086916305,6.681094604,-0.359464300,-7.306251153
30400000000,-0.049236336,0.076289397,-0.090113756,6.712535909,-0.363226521,-7.231563300
30405000000,-0.046075917,0.079344769,-0.089526362,6.697273929,-0.411930357,-7.245352827
30410000000,-0.048721249,0.078236728,-0.090848936,6.689663151,-0.367737177,-7.234824230
30415000000,-0.047283495,0.075450853,-0.091609979,6.648121487,-0.330259876,-7.276431799
30420000000,-0.048890705,0.079649075,-0.085405377,6.707909165,-0.366179994,-7.248885848
30425000000,-0.048387702,0.076726050,-0.083145296,6.628154203,-0.340890596,-7.284442684
30430000000,-0.049811247,0.076309287,-0.085286123,6.715277476,-0.377124718,-7.244551706
30435000000,-0.049733225,0.083593204,-0.083914059,6.653154094,-0.403004775,-7.303164666
30440000000,-0.051850039,0.075943577,-0.088856647,6.692657564,-0.385203472,-7.207932174
30445000000,-0.056926169,0.079132663,-0.085316446,6.662744293,-0.341717646,-7.281260460
30450000000,-0.051770989,0.080368641,-0.085847139,6.680435613,-0.384406368,-7.236359645
30455000000,-0.048704641,0.079783855,-0.088250643,6.663282039,-0.446928776,-7.248351521
30460000000,-0.054134559,0.083406232,-0.089172162,6.660241239,-0.358692743,-7.232329275
30465000000,-0.048774132,0.078927202,-0.089785112,6.680864525,-0.375920967,-7.224546253
30470000000,-0.052663637,0.080480434,-0.091786352,6.624560304,-0.392686955,-7.231822017
30475000000,-0.052478388,0.075630259,-0.083461906,6.691745960,-0.426299156,-7.257849604
30480000000,-0.058037067,0.080934826,-0.086540529,6.651976437,-0.407065471,-7.255928312
30485000000,-0.052775625,0.076941750,-0.086614118,6.663720052,-0.348039747,-7.253862223
30490000000,-0.058127271,0.081163112,-0.092549679,6.666116821,-0.422321324,-7.248105622
30495000000,-0.054763203,0.083872108,-0.088598179,6.727101399,-0.430058738,-7.233455462
30500000000,-0.056265684,0.082382729,-0.087123952,6.708667378,-0.437925214,-7.257794825
30505000000,-0.060798076,0.078131304,-0.088937915,6.697968472,-0.488098966,-7.269990276
30510000000,-0.057143670,0.080095419,-0.087756263,6.671601798,-0.465847206,-7.230515315
30515000000,-0.055456451,0.080534556,-0.090663386,6.611511533,-0.476123636,-7.275572838
30520000000,-0.057146835,0.084517453,-0.087343789,6.708374848,-0.481621287,-7.237087736
30525000000,-0.059930834,0.081316027,-0.089212892,6.662757626,-0.456832435,-7.270338954
30530000000,-0.058577497,0.076835772,-0.087850214,6.684842006,-0.493489997,-7.179088755
30535000000,-0.060159761,0.084237265,-0.091519541,6.641282045,-0.438958607,-7.235197405
30540000000,-0.062967323,0.083090928,-0.084997982,6.690263213,-0.453129724,-7.198331762
30545000000,-0.061016864,0.081853866,-0.090031709,6.704112310,-0.476292048,-7.272199349
30550000000,-0.061041393,0.080257288,-0.091363307,6.667980991,-0.481619511,-7.249906999
30555000000,-0.060296232,0.080648592,-0.086590665,6.702256280,-0.512376806,-7.256260097
30560000000,-0.062210595,0.085260923,-0.090825788,6.732646068,-0.485197095,-7.220889327
30565000000,-0.060607837,0.083096725,-0.091799616,6.750583423,-0.553077546,-7.240421386
30570000000,-0.064718460,0.081586839,-0.087323391,6.683680546,-0.523541313,-7.219117735
30575000000,-0.065746088,0.080448693,-0.089262699,6.730390924,-0.456344267,-7.194665820
30580000000,-0.061695609,0.083880484,-0.089006920,6.708424851,-0.483252893,-7.204989925
30585000000,-0.062971245,0.081406660,-0.084035503,6.710283976,-0.520765576,-7.198913117
30590000000,-0.060847558,0.082777610,-0.088153953,6.736263027,-0.595012769,-7.191662497
30595000000,-0.065595095,0.082791770,-0.086211512,6.717154634,-0.545835048,-7.178186613
30600000000,-0.069319743,0.083316248,-0.087219148,6.735431289,-0.560852448,-7.201619137
30605000000,-0.062530213,0.087641579,-0.090122319,6.730936505,-0.553848437,-7.226892928
30610000000,-0.068627275,0.083526179,-0.085058741,6.719205334,-0.513598622,-7.206159261
30615000000,-0.066234709,0.091539726,-0.087007165,6.731977819,-0.491606635,-7.260355346
30620000000,-0.063621390,0.084636376,-0.090524602,6.742428615,-0.587082398,-7.215236695
30625000000,-0.062358589,0.081851841,-0.087908140,6.711415610,-0.591320137,-7.178289872
30630000000,-0.068310661,0.083772510,-0.087728239,6.685661612,-0.552301752,-7.163362768
30635000000,-0.069423301,0.083270597,-0.091712040,6.676566295,-0.622713798,-7.207376131
30640000000,-0.068465057,0.083639117,-0.089897101,6.753776706,-0.605960589,-7.185029448
30645000000,-0.071970406,0.083770867,-0.089023520,6.683365246,-0.613495775,-7.218548244
30650000000,-0.073442856,0.085096519,-0.087308094,6.704214620,-0.598157146,-7.182118721
30655000000,-0.069453143,0.084813877,-0.090472565,6.736658500,-0.634980967,-7.145548460
30660000000,-0.068520773,0.087160320,-0.087499736,6.721487695,-0.571259170,-7.161441948
30665000000,-0.068819655,0.088867091,-0.086635952,6.748619708,-0.570826970,-7.203000325
30670000000,-0.076547915,0.085147882,-0.092036741,6.747669756,-0.686360408,-7.172056555
30675000000,-0.069509851,0.085841441,-0.090633521,6.747361218,-0.642537163,-7.174882808
30680000000,-0.072464974,0.088367271,-0.087675000,6.684977002,-0.656646748,-7.177701701
30685000000,-0.073627426,0.089904676,-0.089642043,6.699372148,-0.575264727,-7.159840334
30690000000,-0.077744349,0.086241826,-0.089900025,6.734077058,-0.629579198,-7.162192759
30695000000,-0.073046678,0.089601726,-0.090693804,6.704642723,-0.627101863,-7.161212198
30700000000,-0.080199530,0.092270039,-0.088402008,6.721457587,-0.633196898,-7.178096605
30705000000,-0.080439747,0.083776879,-0.088345797,6.754656066,-0.617881433,-7.170094735
30710000000,-0.077180489,0.090858862,-0.090139008,6.794431851,-0.669609235,-7.197491591
30715000000,-0.076579335,0.086602706,-0.089258694,6.749180393,-0.692448732,-7.153921367
30720000000,-0.076707148,0.091435595,-0.088222581,6.711437076,-0.648255979,-7.170449781
30725000000,-0.077103276,0.090176263,-0.085810357,6.795600069,-0.629259430,-7.131947676
30730000000,-0.080964084,0.086958640,-0.088490839,6.718324135,-0.702992804,-7.157477398
30735000000,-0.078223177,0.087242942,-0.093708234,6.764235320,-0.685035506,-7.165072151
30740000000,-0.079358732,0.089785896,-0.085562564,6.764727295,-0.649708935,-7.105848345
30745000000,-0.079067258,0.089067867,-0.090931119,6.799437586,-0.745989635,-7.241368371
30750000000,-0.079588399,0.088019875,-0.087711547,6.769364414,-0.671680288,-7.127006826
30755000000,-0.078956285,0.092778812,-0.088410833,6.779770969,-0.677219034,-7.152997117
30760000000,-0.079213829,0.086247435,-0.088296486,6.764355838,-0.693126569,-7.130498167
30765000000,-0.079191426,0.089983244,-0.089237273,6.746658548,-0.747162821,-7.193166665
30770000000,-0.081856159,0.093828687,-0.093065118,6.744436598,-0.758492683,-7.148938845
30775000000,-0.078863823,0.091005580,-0.090346461,6.780231139,-0.720069607,-7.147496507
30780000000,-0.081048228,0.091191429,-0.091570839,6.773710962,-0.762304102,-7.121620399
30785000000,-0.080251921,0.090865995,-0.091091023,6.765622865,-0.756976445,-7.119052341
30790000000,-0.079546422,0.091994506,-0.088290056,6.672619959,-0.745856486,-7.153041585
30795000000,-0.081206587,0.090767753,-0.087168744,6.739909648,-0.767359113,-7.124189936
30800000000,-0.082234996,0.089554604,-0.089650602,6.751789852,-0.723245305,-7.175630272
30805000000,-0.085727541,0.094380678,-0.092842827,6.767418188,-0.793146510,-7.095018486
30810000000,-0.084228076,0.094475557,-0.092232604,6.780846661,-0.799189499,-7.115521716
30815000000,-0.085379638,0.094258171,-0.090194043,6.799678535,-0.780738033,-7.133150070
30820000000,-0.085638721,0.090982404,-0.091633994,6.776222402,-0.781798482,-7.096225711
30825000000,-0.087351678,0.090123953,-0.093079233,6.774072467,-0.774497556,-7.111347353
30830000000,-0.083427642,0.092903303,-0.090321017,6.777375136,-0.791026069,-7.136277268
30835000000,-0.088502440,0.090974054,-0.091229373,6.779118218,-0.787966332,-7.114283774
30840000000,-0.088749387,0.089964533,-0.087757086,6.721466952,-0.790076389,-7.114580811
30845000000,-0.092747716,0.092798476,-0.091589561,6.790405569,-0.847173844,-7.124722691
30850000000,-0.086536435,0.092061670,-0.088634000,6.783430561,-0.812966308,-7.100019468
30855000000,-0.090674673,0.095758859,-0.092496749,6.771635639,-0.864596524,-7.194312789
30860000000,-0.091233711,0.090433400,-0.089691472,6.745691512,-0.856016383,-7.086656873
30865000000,-0.089869798,0.089922256,-0.092087521,6.807356339,-0.809561268,-7.116897542
30870000000,-0.093209361,0.089597673,-0.091220914,6.730483719,-0.856431703,-7.064991998
30875000000,-0.086815079,0.093620950,-0.091187459,6.748646884,-0.832299354,-7.112008132
30880000000,-0.092091432,0.089698835,-0.093216669,6.767749871,-0.860105808,-7.083539263
30885000000,-0.093955849,0.090550394,-0.087573687,6.732459809,-0.854802895,-7.167335975
30890000000,-0.087805825,0.095840505,-0.091556475,6.770884698,-0.848953319,-7.085600079
30895000000,-0.092785305,0.095161673,-0.088714178,6.791504695,-0.877811469,-7.088701966
30900000000,-0.089673000,0.091207598,-0.089329171,6.831429501,-0.863345970,-7.167893176
30905000000,-0.093839351,0.093432875,-0.093457646,6.791676702,-0.853159283,-7.095639136
30910000000,-0.097671673,0.097509456,-0.087679293,6.762571096,-0.854906149,-7.101914297
30915000000,-0.097363207,0.090223857,-0.089682572,6.748021832,-0.896571267,-7.071269109
30920000000,-0.095258779,0.090846742,-0.084828297,6.784838859,-0.920399144,-7.078057258
30925000000,-0.092538733,0.092299960,-0.086637063,6.803834583,-0.935601273,-7.103649624
30930000000,-0.095421976,0.096799812,-0.091835068,6.763847930,-0.909797513,-7.044061572
30935000000,-0.094936620,0.100559658,-0.086991697,6.828496832,-0.919712045,-7.134319082
30940000000,-0.095101001,0.090923942,-0.087795426,6.789624510,-0.934168153,-7.116447566
30945000000,-0.096226151,0.093581567,-0.090645331,6.817229430,-0.907360720,-7.085449053
30950000000,-0.097992573,0.096989802,-0.093356551,6.784860436,-0.967290899,-7.075200985
30955000000,-0.098103700,0.099584491,-0.088624106,6.810724199,-0.930493576,-7.077799631
30960000000,-0.101266164,0.096672739,-0.088766421,6.841902670,-0.941997284,-7.089294657
30965000000,-0.104097999,0.096915281,-0.089910236,6.776197717,-0.990454131,-7.018525814
30970000000,-0.103353437,0.100939978,-0.089221663,6.816336525,-0.929569814,-7.072797714
30975000000,-0.100524800,0.094429747,-0.089722516,6.801913523,-0.998235170,-7.083611058
30980000000,-0.099470752,0.099853101,-0.090286912,6.786230354,-1.008181005,-7.059421238
30985000000,-0.104173138,0.096628358,-0.090237527,6.898138726,-1.022589868,-7.056549491
30990000000,-0.097428933,0.097676864,-0.089125042,6.781144723,-0.985199676,-7.022817654
30995000000,-0.103143534,0.097987249,-0.092083890,6.748468094,-1.032010521,-7.077220766
31000000000,-0.101875587,0.099207228,-0.090115664,6.798458845,-1.024802631,-7.074454116
31005000000,-0.100064604,0.100805722,-0.087371051,6.824302866,-1.045424194,-7.082686314
31010000000,-0.103016201,0.095377848,-0.092516847,6.778695391,-0.985900808,-7.073596464
31015000000,-0.102305713,0.098423546,-0.090284923,6.784095506,-1.033044144,-7.060500318
31020000000,-0.105335315,0.097969181,-0.093477148,6.836995515,-1.019752552,-7.005184716
31025000000,-0.106052987,0.097612317,-0.088495618,6.786706606,-1.014255940,-7.017863533
31030000000,-0.102611004,0.093584301,-0.094019440,6.766564969,-1.085793190,-7.068557147
31035000000,-0.103678081,0.098665231,-0.088707191,6.854148968,-1.048044011,-7.046046163
31040000000,-0.107342816,0.097215196,-0.092007974,6.796861437,-1.045736917,-7.048797344
31045000000,-0.112728730,0.096045529,-0.092820186,6.765760328,-1.130521300,-7.015369830
31050000000,-0.108966322,0.096556338,-0.092482026,6.737071042,-1.087426022,-7.066215377
31055000000,-0.107753248,0.100379378,-0.097206070,6.799352377,-1.082321712,-7.009072088
31060000000,-0.109890435,0.097043181,-0.093999152,6.816272175,-1.050261354,-7.057759216
31065000000,-0.105414243,0.096699292,-0.089341758,6.802647732,-1.127797071,-7.056276565
31070000000,-0.110426833,0.102572328,-0.092396535,6.820444472,-1.158509235,-7.032721657
31075000000,-0.111180689,0.099240003,-0.086774088,6.772192647,-1.128049679,-7.010653672
31080000000,-0.108239446,0.098241891,-0.089974977,6.781218313,-1.137683280,-7.016670469
31085000000,-0.111254572,0.103562025,-0.088549590,6.813687062,-1.167553167,-7.046002915
31090000000,-0.110405643,0.100610686,-0.091968845,6.799660988,-1.128920954,-7.031199884
31095000000,-0.110755431,0.101700103,-0.088322177,6.793804969,-1.049633788,-7.042882622
31100000000,-0.112228853,0.095302660,-0.088802565,6.823525956,-1.197736579,-7.048575689
31105000000,-0.113152459,0.102653524,-0.094155153,6.814063319,-1.185739778,-7.040772819
31110000000,-0.111307243,0.100294167,-0.091584571,6.819690873,-1.196130210,-7.045800346
31115000000,-0.109036541,0.099196317,-0.087257802,6.815121290,-1.145703368,-7.006993045
31120000000,-0.107743851,0.098075370,-0.092732814,6.814877629,-1.176240816,-6.983896968
31125000000,-0.113797454,0.100722812,-0.087903929,6.864499298,-1.129614098,-7.015504619
31130000000,-0.111199680,0.100244344,-0.092465107,6.809139787,-1.183819992,-7.050675525
31135000000,-0.115088144,0.102106439,-0.093355688,6.798765159,-1.201835414,-7.007969492
31140000000,-0.117759418,0.099928605,-0.091712190,6.838662304,-1.160368785,-6.968926826
31145000000,-0.116071279,0.097072206,-0.091660383,6.807152722,-1.203793686,-6.978038684
31150000000,-0.118756816,0.102214509,-0.093686894,6.822835486,-1.246800669,-6.983536493
31155000000,-0.115276605,0.101792819,-0.087250671,6.803366222,-1.262249164,-7.032838551
31160000000,-0.115815637,0.101893000,-0.090819056,6.832848388,-1.223631017,-7.022012202
31165000000,-0.116817058,0.101089150,-0.091319354,6.888784976,-1.270827254,-7.023054993
31170000000,-0.118605948,0.101811445,-0.091826814,6.811851310,-1.283682421,-7.014441831
31175000000,-0.118714828,0.102717674,-0.089411808,6.776243363,-1.235132396,-6.995782045
31180000000,-0.116059410,0.101471144,-0.094163789,6.827401333,-1.224355382,-7.001450224
31185000000,-0.116823764,0.108327003,-0.089517409,6.776166270,-1.279358186,-6.976612172
31190000000,-0.119949569,0.103823608,-0.090429920,6.799767323,-1.271526596,-7.018859846
31195000000,-0.119674623,0.101284755,-0.088448450,6.799119454,-1.281536647,-6.965433748
31200000000,-0.121927554,0.105912055,-0.089542178,6.807181427,-1.254226259,-6.997008375
31205000000,-0.117052723,0.105487066,-0.096443409,6.810530392,-1.323616609,-6.988620024
31210000000,-0.124284523,0.104066789,-0.086845582,6.825278546,-1.316888207,-7.017299473
31215000000,-0.122287958,0.100761118,-0.088981046,6.762239993,-1.322173215,-6.987464663
31220000000,-0.117843483,0.102312936,-0.092189310,6.865400611,-1.319530416,-6.954315560
31225000000,-0.118273942,0.101312957,-0.093495705,6.807441638,-1.354636852,-7.070860718
31230000000,-0.125242246,0.104943506,-0.091630411,6.816307712,-1.306406780,-7.041167124
31235000000,-0.124525240,0.106800736,-0.088989642,6.823343564,-1.323723704,-7.012617591
31240000000,-0.120032976,0.104993702,-0.089122199,6.842039686,-1.371686822,-6.930137259
31245000000,-0.126699268,0.106743995,-0.089149364,6.793625537,-1.332131644,-7.035833565
31250000000,-0.126286032,0.106619308,-0.090429452,6.852731286,-1.372372027,-6.961085025
31255000000,-0.123710150,0.107602768,-0.090610372,6.782290725,-1.387068448,-6.949451342
31260000000,-0.122464422,0.102801850,-0.093125898,6.825460631,-1.402153613,-6.928289674
31265000000,-0.126071411,0.103785509,-0.090444774,6.830124907,-1.365793725,-7.009614934
31270000000,-0.126930275,0.105074916,-0.091872413,6.821948097,-1.420465661,-6.979366869
31275000000,-0.125976910,0.105933426,-0.090220424,6.895077439,-1.382903088,-6.964800156
31280000000,-0.127919746,0.101662291,-0.089340886,6.820777436,-1.452164869,-6.992145229
31285000000,-0.129294738,0.106928035,-0.091141529,6.849461204,-1.425984781,-6.971661183
31290000000,-0.122531626,0.099964718,-0.092736889,6.763481733,-1.433492172,-6.881655326
31295000000,-0.127382065,0.102708073,-0.091278414,6.849544579,-1.448778752,-6.948842177
31300000000,-0.132751875,0.106693318,-0.091102669,6.813143218,-1.391141431,-6.925474152
31305000000,-0.127449200,0.107520480,-0.093541012,6.840083259,-1.470256782,-6.929480947
31310000000,-0.129454187,0.107783892,-0.093417630,6.845296292,-1.444114973,-6.931679859
31315000000,-0.127683991,0.108523794,-0.095165569,6.830333222,-1.513424086,-6.941029114
31320000000,-0.130406328,0.104843959,-0.096039888,6.818688454,-1.513107178,-6.993077399
31325000000,-0.132268817,0.106566892,-0.086175067,6.826932999,-1.518090868,-6.989878428
31330000000,-0.132633771,0.107718816,-0.090579161,6.859102784,-1.458518608,-6.916528375
31335000000,-0.132638231,0.108424043,-0.093059671,6.866959632,-1.534349917,-6.941556229
31340000000,-0.134846137,0.106510564,-0.094446730,6.834834430,-1.496503136,-6.932108019
31345000000,-0.131198967,0.107875482,-0.092584760,6.788472157,-1.531784156,-6.929657713
31350000000,-0.131697642,0.106750628,-0.098635263,6.823370165,-1.502946941,-6.917473698
31355000000,-0.134823870,0.110151566,-0.089053635,6.884865228,-1.514307536,-6.894350808
31360000000,-0.136917618,0.107057260,-0.089734244,6.814351538,-1.496079325,-6.889290478
31365000000,-0.137989049,0.107877131,-0.090759315,6.829840259,-1.557889463,-6.932115491
31370000000,-0.131465029,0.107661026,-0.094913871,6.792542270,-1.580951124,-6.907695839
31375000000,-0.137149990,0.114675220,-0.090801452,6.871160589,-1.539300058,-6.947163393
31380000000,-0.132763986,0.109044982,-0.093481680,6.870969634,-1.543286530,-6.909759112
31385000000,-0.138694262,0.108107967,-0.089852186,6.872839299,-1.511119735,-6.920950617
31390000000,-0.139698100,0.111112652,-0.094389232,6.826878992,-1.602265399,-6.923824619
31395000000,-0.137708021,0.109380753,-0.090166325,6.861527580,-1.637702504,-6.953364161
31400000000,-0.138111769,0.110935012,-0.092394790,6.849499402,-1.608240200,-6.877581481
31405000000,-0.136903784,0.109767810,-0.091186087,6.798816373,-1.623939955,-6.912276787
31410000000,-0.137826300,0.109729658,-0.088872370,6.858354458,-1.623620394,-6.928114379
31415000000,-0.137261419,0.110538474,-0.092996196,6.849492349,-1.627688161,-6.916604845
31420000000,-0.133298232,0.113981617,-0.094100706,6.802453074,-1.609756698,-6.908861757
31425000000,-0.138078280,0.113436662,-0.090520576,6.837732158,-1.629089946,-6.924953273
31430000000,-0.139963251,0.109122464,-0.090585652,6.856248966,-1.633488084,-6.915290169
31435000000,-0.142544137,0.109842109,-0.092993807,6.825938040,-1.686464610,-6.900701136
31440000000,-0.139553137,0.114183341,-0.092908883,6.854752825,-1.708015584,-6.889906511
31445000000,-0.142131967,0.114165512,-0.093054398,6.845887565,-1.666007846,-6.922598380
31450000000,-0.148414128,0.115669566,-0.089365982,6.823284952,-1.690011993,-6.908116533
31455000000,-0.140122939,0.112263758,-0.091992944,6.794437914,-1.663801578,-6.892483885
31460000000,-0.146968898,0.110991020,-0.092397237,6.831986890,-1.704322074,-6.844671252
31465000000,-0.143221389,0.113044097,-0.088213371,6.865168700,-1.704769055,-6.928981172
31470000000,-0.143510975,0.111312722,-0.088238709,6.887649078,-1.722520493,-6.931811178
31475000000,-0.145657273,0.111882161,-0.091803076,6.864407159,-1.759073090,-6.894148456
31480000000,-0.146076188,0.111286121,-0.092676488,6.816110474,-1.810852744,-6.881658887
31485000000,-0.142726764,0.111558565,-0.092534517,6.866673806,-1.749177437,-6.884078839
31490000000,-0.143873300,0.111237300,-0.094101966,6.820786967,-1.767829418,-6.901111634
31495000000,-0.139049188,0.112427635,-0.091387702,6.851821849,-1.741571523,-6.838765354
31500000000,-0.146486542,0.109095460,-0.093189382,6.859349094,-1.760098223,-6.870048193
31505000000,-0.148941569,0.114169442,-0.090963498,6.855762884,-1.773477125,-6.903389086
31510000000,-0.145285234,0.110643694,-0.096785982,6.824651241,-1.778553587,-6.848144151
31515000000,-0.152559599,0.114122228,-0.092950392,6.822002073,-1.807283433,-6.863757291
31520000000,-0.150593243,0.114629912,-0.089924054,6.840920304,-1.780542294,-6.804327440
31525000000,-0.148084502,0.112056228,-0.092569408,6.851724723,-1.878206295,-6.877644107
31530000000,-0.145548883,0.116146933,-0.092594629,6.837912838,-1.789008878,-6.806070449
31535000000,-0.148454260,0.124688918,-0.086980061,6.875557458,-1.849585890,-6.851518629
31540000000,-0.149086122,0.117345415,-0.091151064,6.868168435,-1.908178221,-6.860518473
31545000000,-0.146048342,0.112343064,-0.090305299,6.883799186,-1.840842184,-6.842719292
31550000000,-0.147567604,0.114166469,-0.093116469,6.846716787,-1.802464104,-6.826664365
31555000000,-0.149888019,0.111111856,-0.093049331,6.866719500,-1.838494618,-6.757843861
31560000000,-0.152167647,0.116575019,-0.090878345,6.839467154,-1.865587420,-6.811823689
31565000000,-0.149707576,0.117502071,-0.094818743,6.812991028,-1.836681645,-6.837688953
31570000000,-0.147783427,0.117020894,-0.095448465,6.814542089,-1.888747755,-6.864499914
31575000000,-0.150216917,0.116335458,-0.091169359,6.830011112,-1.893842636,-6.872645863
31580000000,-0.154734744,0.115091955,-0.090572066,6.845738898,-1.947669633,-6.818720327
31585000000,-0.152810775,0.112101456,-0.093043045,6.845371953,-1.924187835,-6.821149495
31590000000,-0.152459069,0.114991107,-0.087663243,6.874005775,-1.987854427,-6.821117209
31595000000,-0.151911369,0.117295528,-0.091758172,6.855441515,-1.890823748,-6.830900878
31600000000,-0.155177716,0.119821743,-0.093083219,6.839559753,-1.910208852,-6.817380641
31605000000,-0.154346394,0.115699933,-0.095519819,6.869441900,-1.935385193,-6.770670223
31610000000,-0.153858763,0.118398876,-0.093584370,6.821917936,-1.983912281,-6.856041848
31615000000,-0.156043644,0.114226079,-0.087902830,6.823021825,-1.969688835,-6.770459026
31620000000,-0.154703433,0.119514019,-0.093221797,6.845861836,-1.972858031,-6.829550194
31625000000,-0.154815309,0.112737750,-0.093683683,6.781026812,-1.960029688,-6.779382451
31630000000,-0.151675949,0.117634053,-0.093040246,6.863184595,-2.049414905,-6.815833112
31635000000,-0.161388968,0.117236887,-0.093274190,6.811494536,-2.025035483,-6.774555398
31640000000,-0.155333194,0.113453859,-0.090137993,6.863048171,-2.006571695,-6.809502141
31645000000,-0.158871742,0.114601599,-0.091848176,6.835641374,-2.020657245,-6.823998255
31650000000,-0.153822191,0.118975907,-0.091561793,6.825185932,-2.045406091,-6.777997164
31655000000,-0.159890975,0.120790057,-0.091486528,6.848042586,-2.097043254,-6.819440199
31660000000,-0.163752801,0.119361744,-0.091764404,6.801865081,-2.040138255,-6.806423438
31665000000,-0.159708661,0.120658900,-0.094137705,6.818635088,-2.118718620,-6.757761938
31670000000,-0.161096009,0.117386810,-0.091391176,6.834872984,-2.025878647,-6.856119663
31675000000,-0.161708756,0.115563204,-0.092889249,6.798252987,-2.077680910,-6.721601199
31680000000,-0.161863854,0.122061821,-0.097368232,6.799894535,-2.155699702,-6.772167291
31685000000,-0.158943514,0.113315138,-0.092643464,6.815107111,-2.099883835,-6.718347997
31690000000,-0.164089640,0.114634114,-0.089297279,6.820060217,-2.124023316,-6.772703331
31695000000,-0.160149883,0.118655184,-0.092179140,6.850299986,-2.129139679,-6.787736257
31700000000,-0.164147163,0.117542292,-0.094165770,6.864119241,-2.173146411,-6.771252741
31705000000,-0.163977193,0.118283891,-0.089322569,6.825731311,-2.183997022,-6.724073657
31710000000,-0.161692682,0.119685203,-0.094920352,6.814460599,-2.182439704,-6.709546915
31715000000,-0.162448745,0.113094880,-0.094212893,6.839423203,-2.183181934,-6.753073375
31720000000,-0.166894605,0.118331365,-0.093254463,6.836724515,-2.170416317,-6.736740762
